fac,hospital_name,hospital_type,hospital_type_group,robots_allowed,cihi_peer_group,licensed_beds,hospital_name_self_reported,plan_period_start,plan_period_end,plan_start_year,plan_period_start_raw,plan_period_end_raw,plan_period_parse_ok,vision,mission,values,purpose,extraction_quality,extraction_notes,source_type,extraction_date,direction_number,direction_name,direction_type,direction_description,key_actions
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,2,Mental Health & Addictions,direction,NA,Schedule 1 Steering Committee | Expansion of Rapid Access Addictions Medicine Clinic | Urgent Psychiatry Services | Investigate In-Patient Addiction Treatment Facility | Discussion re: Partnering with Established Treatment Centres | Dedicated Mental Health Counsellor in Emergency Department (ED)
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,3,"Future Planning, Infrastructure & Growth",direction,NA,"Infrastructure & Growth - Long-Term Care Beds - Schedule 1 Beds - Magnetic Resonance Imaging (MRI) - Expand Specialist Services - Intensive Care Unit Beds - Phase 2 of ED Renovations | Sustainability - Staffing, Health Human Resources - Financial Stability - Physicians"
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,4,Investing In Our People,direction,NA,Staff Experience | Health Human Resources | Financial Incentives / Taxation Exempt | Leadership Development for Staff / Succession Planning | Promote Positive Work Environment and Culture | Indigenous Midwifery Supports
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,5,High Quality Patient Experience & Care,direction,NA,"Patient Experience | Best Practices - Quality of Care, Patient-Centered, Patient Safety | Patient Navigator | Indigenous Transitions Facilitator | Accreditation for Indigenous Services in Healthcare | Best Practice Spotlight Organization | Patient and Family Advisor | Communications Strategy - Podcast - Newsletter | Clinical Scholar"
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,6,Innovation / Technology - Digital Transformation,direction,NA,Ontario Health Team Digital Project | Meditech Expansion | Ocean E-Referral Expansion | Innovative Models of Radiology Services | Artificial Intelligence Exploratory Options - Self-Registration Kiosk | Innovative Interpreter Services
964,SIOUX LOOKOUT MENO-YA-WIN HC,Small Hospital,Community — Small,TRUE,NA,NA,Sioux Lookout Meno Ya Win Health Centre,2025-01-01,2028-01-01,2025,2025,2028,TRUE,"We will be a Centre of Excellence in First Nations and northern health care by working together to improve the health status of individuals, families and communities now and for generations to come.",Caring for People Embracing Diversity Respecting Different Pathways to Health,compassion | respect | quality | teamwork,NA,full,NA,pdf_image,2026-03-31,7,External Partnerships,direction,NA,"Advocacy - Affordable / Equitable Housing | Social Determinants of Health | Relationship / Partnerships | Tribal Councils, Sioux Lookout First Nation Health Authority (SLFNHA), Municipality, Non-Insured Health Benefits (NIHB), Northern Ontario School of Medicine (NOSM) University, Nourish, High School, Ontario Health Team's, Seven Generations, Social Justice & Leadership, Police Services, etc."
965,SAULT STE MARIE SAULT AREA,Large Community Hospital,Community — Large,TRUE,NA,NA,Sault Area Hospital,2022-01-01,2025-01-01,2022,2022,2025,TRUE,Trusted Partner. Outstanding Care.,Exceptional people working together to provide outstanding care in Algoma.,Integrity | Compassion | Collaboration & Partnership | Accountability | Respect | Excellence,NA,full,NA,pdf,2026-03-27,1,Compassionate Person-Centred Care,direction,We will ensure our patients and their families feel heard and empowered to be active participants in their care.,"Design and implement an Indigenous Health Work Plan in collaboration with our partners | Develop and implement a data strategy related to Diversity, Equity and Inclusion to understand opportunities, enhance sharing with partners and ensure our ability to measure improvements | Develop and implement a Diversity, Equity and Inclusion education plan to support our workers | Improve patient confidence and reduce vulnerability by working with community partners to improve co-ordination and integration of hospital care and community services | Implement a model of mental health and addictions care and a care environment that is evidence-informed, purposefully promotes safety, and embraces diversity, equity and inclusivity | Strengthen the continuum of emergency care by working with care partners to improve access to acute care resources"
965,SAULT STE MARIE SAULT AREA,Large Community Hospital,Community — Large,TRUE,NA,NA,Sault Area Hospital,2022-01-01,2025-01-01,2022,2022,2025,TRUE,Trusted Partner. Outstanding Care.,Exceptional people working together to provide outstanding care in Algoma.,Integrity | Compassion | Collaboration & Partnership | Accountability | Respect | Excellence,NA,full,NA,pdf,2026-03-27,2,Healthy and Supportive Organization,direction,"Our leaders will enable their teams to do their best and ensure staff, physicians, and volunteers are healthy, well and safe at work.","Develop and implement a new approach, including training, tools and resources, to support our leaders and staff in improving overall attendance | Foster a supportive environment and develop operational excellence by defining our standard for people-focused leadership and ensuring leaders are supported in managing their department | Ensure safety best practice fundamentals are in place, reliable and checked often | Engage stakeholders to enhance measures and practices to reduce overall incidents of workplace violence, musculoskeletal disorders (MSDs) and sharps injuries"
965,SAULT STE MARIE SAULT AREA,Large Community Hospital,Community — Large,TRUE,NA,NA,Sault Area Hospital,2022-01-01,2025-01-01,2022,2022,2025,TRUE,Trusted Partner. Outstanding Care.,Exceptional people working together to provide outstanding care in Algoma.,Integrity | Compassion | Collaboration & Partnership | Accountability | Respect | Excellence,NA,full,NA,pdf,2026-03-27,3,Strengthening Our Operations,direction,We will ensure that our organization can best meet the health and care needs of the population we serve.,"Utilize the project management process, framework and tools to evaluate, select and measure initiatives | Seek collaborative partnerships to provide the best care using the most effective service delivery model | Encourage innovative, nimble and responsive decision making | Develop and implement a proactive and systematic risk management framework across the hospital | Evolve our quality framework to drive an improvement culture and better outcomes for patients and clients | Enhance participation in research, secure and hold grant funding, and increase the number of active research projects | Further implement remote care monitoring across multiple sectors | Recover system wide wait times as we emerge from the pandemic | Adapt, change and transform the way we provide care to match future staff availability and classification composition | Efficient alignment of resources to recover clinical and patient needs"
967,CORNWALL COMMUNITY,Large Community Hospital,Community — Large,TRUE,NA,NA,Cornwall Community Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Exceptional Care. Always.,Our Team collaborates to provide exceptional people-centered care.,Integrity | Compassion | Accountability | Respect | Engagement,NA,partial,"Document contains strategic plan framework with three main priorities (Recovery, People, Integration) and their sub-components, but lacks detailed descriptions and specific actions for each element.",pdf,2026-03-27,1,Recovery,direction,NA,Enhancing access to care | Committing to operational excellence | Establishing physical capacity | Advancing innovation | Maintaining a culture of quality and safety
967,CORNWALL COMMUNITY,Large Community Hospital,Community — Large,TRUE,NA,NA,Cornwall Community Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Exceptional Care. Always.,Our Team collaborates to provide exceptional people-centered care.,Integrity | Compassion | Accountability | Respect | Engagement,NA,partial,"Document contains strategic plan framework with three main priorities (Recovery, People, Integration) and their sub-components, but lacks detailed descriptions and specific actions for each element.",pdf,2026-03-27,2,People,direction,NA,"Inspired by patients and care partners | Supporting the wellbeing of our people | Stewarding our environmental and social responsibilities | Engaging and cultivating a high performing team | Building a culture of equity, diversity and inclusion, and embracing reconciliation"
967,CORNWALL COMMUNITY,Large Community Hospital,Community — Large,TRUE,NA,NA,Cornwall Community Hospital,2022-01-01,2027-01-01,2022,2022,2027,TRUE,Exceptional Care. Always.,Our Team collaborates to provide exceptional people-centered care.,Integrity | Compassion | Accountability | Respect | Engagement,NA,partial,"Document contains strategic plan framework with three main priorities (Recovery, People, Integration) and their sub-components, but lacks detailed descriptions and specific actions for each element.",pdf,2026-03-27,3,Integration,direction,NA,Creating sustainable models of care | Supporting transitions in care | Promoting health system integration | Advancing collaborative partnerships
968,HUNTSVILLE MUSKOKA ALGONQUIN HC,Large Community Hospital,Community — Large,TRUE,NA,NA,Muskoka Algonquin Healthcare,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Transforming Healthcare Together!,Together we provide outstanding integrated care to support people to live their healthiest lives.,Compassion | Respect | Trust | Innovation | Optimism,NA,full,NA,pdf,2026-03-28,1,Quality Care and Safety,direction,A high-performing organization that listens to our patients and their families to drive a culture of patient safety and quality care.,Lead strategies that drive continuous quality improvement and seamless care transitions. | Advance the Made-in-Muskoka Healthcare model and brand to unify sites and showcase service excellence.
968,HUNTSVILLE MUSKOKA ALGONQUIN HC,Large Community Hospital,Community — Large,TRUE,NA,NA,Muskoka Algonquin Healthcare,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Transforming Healthcare Together!,Together we provide outstanding integrated care to support people to live their healthiest lives.,Compassion | Respect | Trust | Innovation | Optimism,NA,full,NA,pdf,2026-03-28,2,Partnerships and Collaboration,direction,Cultivate trusting relationships with internal and external partners to realize the Made-in-Muskoka Healthcare model.,"Collaborate with partners at all levels to support a seamless, innovative system of care. | Strengthen relationships with community physicians. | Engage the community to better understand and respond to local health needs. | Unify both sites through the Made-in-Muskoka Healthcare model."
968,HUNTSVILLE MUSKOKA ALGONQUIN HC,Large Community Hospital,Community — Large,TRUE,NA,NA,Muskoka Algonquin Healthcare,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Transforming Healthcare Together!,Together we provide outstanding integrated care to support people to live their healthiest lives.,Compassion | Respect | Trust | Innovation | Optimism,NA,full,NA,pdf,2026-03-28,3,Innovative Future,direction,Build a responsive and innovative future that supports enhanced efficiency and effectiveness.,Identify and implement environmentally sustainable practices across MAHC. | Leverage technology to improve service delivery. | Expand and enhance services aligned with the Made-in-Muskoka Healthcare model. | Ensure strong financial stewardship and operational efficiency.
968,HUNTSVILLE MUSKOKA ALGONQUIN HC,Large Community Hospital,Community — Large,TRUE,NA,NA,Muskoka Algonquin Healthcare,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Transforming Healthcare Together!,Together we provide outstanding integrated care to support people to live their healthiest lives.,Compassion | Respect | Trust | Innovation | Optimism,NA,full,NA,pdf,2026-03-28,4,Our Team is Our Strength,direction,"Create a dynamic and unified workplace where people feel valued, connected, and proud to be members of the MAHC team.","Promote a respectful, safe, inclusive, and collaborative workplace culture. | Strengthen MAHC as a learning organization to attract and retain top talent across all disciplines. | Embed Inclusion, Diversity, Equity, and Anti-Racism (IDEA) into organizational culture, systems, and patient care."
969,WHITBY ONT SHORES CENTRE MH SCIENCE,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Ontario Shores Centre for Mental Health Sciences,2022-01-01,2026-01-01,2022,2022,2026,TRUE,"Our vision is bold and transformational. Ontario Shores is recognized by many as having a holistic approach to mental health care and unique services that are focused on recovery, hope and inspiration through discovery.","We provide leadership and exemplary mental health care through specialized treatment, research, education and advocacy.",Excellence | Innovation | Safety | Respect | Community,NA,full,NA,pdf,2026-03-28,1,We Care.,direction,"We will provide personalized care, using the latest innovations and real-time data, in partnership with patients and family caregivers. Ontario Shores has developed a reputation as a leader and trusted provider of high-quality evidence based mental health care. Over the next four years, Ontario Shores will tailor evidence-based care through utilizing near real-time patient data to provide personalized care for patients, leveraging innovative tools and technologies.",Develop tools and approaches that embed patient characteristics into their care. | Leverage technology that collects and utilizes near real-time data to personalize care.
969,WHITBY ONT SHORES CENTRE MH SCIENCE,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Ontario Shores Centre for Mental Health Sciences,2022-01-01,2026-01-01,2022,2022,2026,TRUE,"Our vision is bold and transformational. Ontario Shores is recognized by many as having a holistic approach to mental health care and unique services that are focused on recovery, hope and inspiration through discovery.","We provide leadership and exemplary mental health care through specialized treatment, research, education and advocacy.",Excellence | Innovation | Safety | Respect | Community,NA,full,NA,pdf,2026-03-28,2,We Lead.,direction,"We will design an evidence-based, integrated continuum of care that enhances equitable access, improves outcomes and promotes recovery. Ontario Shores will leverage its strength and lead the development of future standards to advance systems of care. Over the next four years, Ontario Shores will engage targeted partners to co-design an integrated stepped care model that prioritizes keeping patients in their communities, improving access and efficiency of care delivery.",Engage in purposeful partnerships to achieve equitable access to care across the continuum. | Implement bundled care models and integrated population health strategies to improve patient outcomes. | Empower patients and families as partners in Recovery.
969,WHITBY ONT SHORES CENTRE MH SCIENCE,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Ontario Shores Centre for Mental Health Sciences,2022-01-01,2026-01-01,2022,2022,2026,TRUE,"Our vision is bold and transformational. Ontario Shores is recognized by many as having a holistic approach to mental health care and unique services that are focused on recovery, hope and inspiration through discovery.","We provide leadership and exemplary mental health care through specialized treatment, research, education and advocacy.",Excellence | Innovation | Safety | Respect | Community,NA,full,NA,pdf,2026-03-28,3,We Unite.,direction,"We will create a diverse and inclusive workplace that champions, empowers and supports our people and teams. Ontario Shores will build upon its highly skilled and engaged workforce to create a dynamic workforce of the future. Mental Health professionals will learn and practice in diverse and inclusive interprofessional teams in partnership with patients, families and caregivers.","Optimize team-based care that enables clinicians to work at the top of their professional scope. | Build knowledge and capacity to elevate mental health care across the continuum. | Be an employer of choice that focuses on the wellbeing, engagement and resilience of our people."
970,Brantford Brant Community,Large Community Hospital,Community — Large,TRUE,NA,NA,Brant Community Healthcare System,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Leading Beyond Care,Serving as an anchor for community well-being through healthcare excellence.,Be Bold and Courageous | Commit to Excellence | Champion Equity | Be Trustworthy,NA,full,NA,pdf,2026-03-27,1,Patients,direction,"We will prioritize high-quality, person-centered care and improving patient outcomes.","Adopting leading evidence-based standards and practices for patient safety and quality while continuously maintaining the highest level of accreditation. | Engaging patients and families to co-design the best possible care experience through the growth and empowerment of our Patient and Family Advisory Program. | Providing a culturally safe healthcare experience for First Nations, Inuit and Métis people through the advancement of the Indigenous Health Service and the development of an Indigenous Health Strategy. | Understanding our community's health and equity data to respond to diverse needs and ensure culturally safe care for all."
970,Brantford Brant Community,Large Community Hospital,Community — Large,TRUE,NA,NA,Brant Community Healthcare System,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Leading Beyond Care,Serving as an anchor for community well-being through healthcare excellence.,Be Bold and Courageous | Commit to Excellence | Champion Equity | Be Trustworthy,NA,full,NA,pdf,2026-03-27,2,People,direction,"We will focus on the recruitment, retention, well-being, development, and engagement of TeamBCHS.","Leveraging the talents of our diverse workforce to foster a culture of excellence, while creating opportunities for both career growth and recruitment. | Supporting the psychological safety, well-being, and resilience of our people to promote a thriving work environment across TeamBCHS. | Fostering a culture of recognition and joy that inspires employees by connecting them to the purpose of their work, while upholding the highest standards of professionalism, respect, and accountability. | Inspiring a culture of inclusion and belonging by advancing our Diversity, Equity, Inclusion, and Belonging (DEI-B) roadmap, aligned with our Indigenous Health Strategy and the Ontario Health Equity, Inclusion, Diversity, and Anti-Racism framework."
970,Brantford Brant Community,Large Community Hospital,Community — Large,TRUE,NA,NA,Brant Community Healthcare System,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Leading Beyond Care,Serving as an anchor for community well-being through healthcare excellence.,Be Bold and Courageous | Commit to Excellence | Champion Equity | Be Trustworthy,NA,full,NA,pdf,2026-03-27,3,Partners,direction,"We will lead collaborations within our hospital and with community partners to drive innovation, elevate healthcare quality, and improve health outcomes.","Strengthening and formalizing partnerships with other healthcare organizations, particularly primary care providers, to improve access to and continuity of care. | Leading collaborations with community organizations to implement innovative solutions to provide the right care at the right place. | Growing our partnerships with academic institutions to enhance our academic mission, providing students with opportunities to learn and develop their careers. | Participating in research opportunities to improve patient care. | Strengthening outreach and partnerships with diverse community groups to enhance patient and TeamBCHS experiences to reflect the communities we serve."
970,Brantford Brant Community,Large Community Hospital,Community — Large,TRUE,NA,NA,Brant Community Healthcare System,2025-01-01,2030-01-01,2025,2025,2030,TRUE,Leading Beyond Care,Serving as an anchor for community well-being through healthcare excellence.,Be Bold and Courageous | Commit to Excellence | Champion Equity | Be Trustworthy,NA,full,NA,pdf,2026-03-27,4,Progress,direction,"We will advance the redevelopment of our facilities, services, and systems to meet the evolving needs of our communities, ensuring sustainable, environmentally responsible, high-quality, and accessible care for years to come.","Reimagining our care facilities by advancing the redevelopment of the Brant Community Healthcare System. | Ensuring effective care delivery within our current facilities while also completing infrastructure renewal projects. | Implementing a Digital Health Strategy that integrates innovative technologies — including the implementation of a new Health Information System — to enhance patient and provider experiences while streamlining operations. | Creating a multi-year financial plan that focuses on financial sustainability and exploring non-ministry and new revenue streams to enhance our fiscal health. | Advancing environmental sustainability by reducing waste, optimizing energy use, and incorporating green practices into hospital operations. | Implementing a Clinical Services Plan that addresses the evolving needs of the diverse communities we serve, incorporating new programs and services to enhance access to high-quality and equitable care."
971,SUDBURY ST.JOSEPHS CONTINUING CARE,Small Hospital,Community — Small,FALSE,NA,NA,NA,2025-01-01,2029-01-01,2025,2025,2029,TRUE,"We are called to be community leaders for human flourishing: inspired by faith, moved by compassion, and driven by hope.","As a Catholic organization, we faithfully continue the healing Mission of Jesus and respond to the needs of the whole person: body, mind, and spirit.",Dignity | Excellence | Service | Integrity,NA,full,NA,pdf,2026-03-28,1,Care with Purpose and Compassion,direction,NA,"Embrace our Mission by championing compassionate care and service for all. | Enhance and broaden our Equity, Diversity, and Inclusion (EDI), Anti-Racism, and Indigenous reconciliation initiatives to cultivate a welcoming, respectful, and inclusive environment."
971,SUDBURY ST.JOSEPHS CONTINUING CARE,Small Hospital,Community — Small,FALSE,NA,NA,NA,2025-01-01,2029-01-01,2025,2025,2029,TRUE,"We are called to be community leaders for human flourishing: inspired by faith, moved by compassion, and driven by hope.","As a Catholic organization, we faithfully continue the healing Mission of Jesus and respond to the needs of the whole person: body, mind, and spirit.",Dignity | Excellence | Service | Integrity,NA,full,NA,pdf,2026-03-28,2,Cultivate a Thriving Workforce,direction,NA,"Become the leading workplace by prioritizing effective retention strategies and enhancing recruitment efforts. | Nurture a supportive atmosphere that ensures staff psychological health & safety, promotes well-being, and increases job satisfaction. | Embrace a distributed leadership approach and offer training, development, and mentorship programs for staff members."
971,SUDBURY ST.JOSEPHS CONTINUING CARE,Small Hospital,Community — Small,FALSE,NA,NA,NA,2025-01-01,2029-01-01,2025,2025,2029,TRUE,"We are called to be community leaders for human flourishing: inspired by faith, moved by compassion, and driven by hope.","As a Catholic organization, we faithfully continue the healing Mission of Jesus and respond to the needs of the whole person: body, mind, and spirit.",Dignity | Excellence | Service | Integrity,NA,full,NA,pdf,2026-03-28,3,Advance our Excellence in Care,direction,NA,Enhance person-centred care and health outcomes by implementing new models of care. | Identify gaps and unmet needs within our community and implement targeted solutions to support our most vulnerable populations.
971,SUDBURY ST.JOSEPHS CONTINUING CARE,Small Hospital,Community — Small,FALSE,NA,NA,NA,2025-01-01,2029-01-01,2025,2025,2029,TRUE,"We are called to be community leaders for human flourishing: inspired by faith, moved by compassion, and driven by hope.","As a Catholic organization, we faithfully continue the healing Mission of Jesus and respond to the needs of the whole person: body, mind, and spirit.",Dignity | Excellence | Service | Integrity,NA,full,NA,pdf,2026-03-28,4,Amplify our Impact Across the Sector,direction,NA,"Solidify our leadership role in care excellence and in championing the Catholic Mission in healthcare. | Share our transformative strategies, initiatives, and results to elevate care in the sector."
972,PENETANGUISHENE WAYPOINT,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Waypoint Centre for Mental Health Care,2026-01-01,2035-01-01,2026,2026,2035,TRUE,"As an inspired organization, we will change lives by leading the advancement and delivery of compassionate care.","We are a Catholic hospital committed to providing excellence in specialized mental health, addiction, and geriatric services grounded in research and education and guided by faith-based values.",Caring | Respect | Accountability | Innovation,NA,full,NA,pdf,2026-03-27,1,Serve,direction,"We will deliver excellent specialized care to those living with mental illness, addiction and older adults with complexity to achieve the best possible health experiences and outcomes.",Deliver high quality and safe care driven by data and evidence | Grow specialized services in areas aligned with our unique capabilities and strengths
972,PENETANGUISHENE WAYPOINT,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Waypoint Centre for Mental Health Care,2026-01-01,2035-01-01,2026,2026,2035,TRUE,"As an inspired organization, we will change lives by leading the advancement and delivery of compassionate care.","We are a Catholic hospital committed to providing excellence in specialized mental health, addiction, and geriatric services grounded in research and education and guided by faith-based values.",Caring | Respect | Accountability | Innovation,NA,full,NA,pdf,2026-03-27,2,Discover,direction,"We will advance research and embrace education, mobilizing diverse forms of knowledge and sharing our expertise to ignite possibilities and create a brighter future.","Build and strengthen partnerships to expand as a hub for advanced training in mental health, addictions, and geriatric care | Evaluate innovative models of care and disseminate insights to shape a better health system"
972,PENETANGUISHENE WAYPOINT,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Waypoint Centre for Mental Health Care,2026-01-01,2035-01-01,2026,2026,2035,TRUE,"As an inspired organization, we will change lives by leading the advancement and delivery of compassionate care.","We are a Catholic hospital committed to providing excellence in specialized mental health, addiction, and geriatric services grounded in research and education and guided by faith-based values.",Caring | Respect | Accountability | Innovation,NA,full,NA,pdf,2026-03-27,3,Lead,direction,"We will continue to be trusted partners as we innovate, shape and advocate for integrated care to build system capacity and foster healthier communities.","Provide leadership, expertise, and enabling functions to design and deliver innovative integrated care models with partners | Support and advocate for one system and help build capacity for community - and primary care-based mental health, substance use health and geriatric services"
972,PENETANGUISHENE WAYPOINT,Specialty Mental Health Hospital,Specialty,TRUE,NA,NA,Waypoint Centre for Mental Health Care,2026-01-01,2035-01-01,2026,2026,2035,TRUE,"As an inspired organization, we will change lives by leading the advancement and delivery of compassionate care.","We are a Catholic hospital committed to providing excellence in specialized mental health, addiction, and geriatric services grounded in research and education and guided by faith-based values.",Caring | Respect | Accountability | Innovation,NA,full,NA,pdf,2026-03-27,4,Inspire,direction,"We will create an environment where people learn, grow and thrive, and feel pride, empowerment and belonging to a community that is having a remarkable impact.","Create continuous opportunities for workforce training, learning and growth | Cultivate an inclusive and empowering culture that prioritizes staff well-being"
973,MOOSE FACTORY WEENEEBAYKO AREA,Small Hospital,Community — Small,TRUE,NA,NA,Weeneebayko Area Health Authority,2015-01-01,2018-01-01,2015,2015,2018,TRUE,Weeneebayko Area Health Authority will distinguish itself as a provider of quality health services with a holistic approach that reflects the distinct needs of all peoples in the Weeneebayko region.,"WAHA is a regional, community-focused organization, committed to providing optimum health care as close to home as possible.",NA,NA,full,NA,pdf,2026-03-27,1,Excellent Quality Service,direction,"We will provide service that is patient and family centred and is respectful of mind, body and spiritual needs.","Deliver a cultural competency training program, to staff and referral partners and evaluate effectiveness | Measure and monitor patient satisfaction rates for WAHA programs and services on an annualized basis | Expand the geriatric speciality clinic model, for outreach to all communities within the James and Hudson Bay Region | Develop a strategy for the WAHA website to increase public access to information and data collection"
973,MOOSE FACTORY WEENEEBAYKO AREA,Small Hospital,Community — Small,TRUE,NA,NA,Weeneebayko Area Health Authority,2015-01-01,2018-01-01,2015,2015,2018,TRUE,Weeneebayko Area Health Authority will distinguish itself as a provider of quality health services with a holistic approach that reflects the distinct needs of all peoples in the Weeneebayko region.,"WAHA is a regional, community-focused organization, committed to providing optimum health care as close to home as possible.",NA,NA,full,NA,pdf,2026-03-27,2,Quality Infrastructure,direction,We will sustain financial health and optimize growth to achieve our mission and vision.,"Support the implementation of the stage 2 provincial capital planning process for the development of new regional facilities | Engage in an objective analysis of governance, management and medical staff structures, decision-making and communication processes at WAHA to identify recommendations for strengthening these systems | Optimize the Hospital Information System in order to support information and data collection systems; leverage off NE LHIN's IT initiatives | Develop a process to identify and eliminate accessibility barriers to ensure compliance with provincial legislation | Optimize geographic logistics in order to promote cost-saving initiatives"
973,MOOSE FACTORY WEENEEBAYKO AREA,Small Hospital,Community — Small,TRUE,NA,NA,Weeneebayko Area Health Authority,2015-01-01,2018-01-01,2015,2015,2018,TRUE,Weeneebayko Area Health Authority will distinguish itself as a provider of quality health services with a holistic approach that reflects the distinct needs of all peoples in the Weeneebayko region.,"WAHA is a regional, community-focused organization, committed to providing optimum health care as close to home as possible.",NA,NA,full,NA,pdf,2026-03-27,3,Safety First,direction,We will ensure optimal safety in all aspects of care for the patient and staff.,Provide introductory and refresher training to staff on WAHA's incident management program | Promote wellness and mental wellbeing through cultural and traditional activities | Provide timely access to appropriate health care services and optimize patient flow | Implement quality improvement projects for key areas of need throughout the health system
973,MOOSE FACTORY WEENEEBAYKO AREA,Small Hospital,Community — Small,TRUE,NA,NA,Weeneebayko Area Health Authority,2015-01-01,2018-01-01,2015,2015,2018,TRUE,Weeneebayko Area Health Authority will distinguish itself as a provider of quality health services with a holistic approach that reflects the distinct needs of all peoples in the Weeneebayko region.,"WAHA is a regional, community-focused organization, committed to providing optimum health care as close to home as possible.",NA,NA,full,NA,pdf,2026-03-27,4,Build Organizational Capability & Capacity,direction,"We will hire, retain and inspire the best in our people.","Support the development and roll out of a comprehensive staff orientation program | Support the roll out of a staff recognition program that is consistent among all WAHA sites | Support the roll out of staff satisfaction surveys every two years to help benchmark performance | Create and deliver a training program that supports the roll out of the new performance management system | Work with department heads to establish a recruitment and retention strategy that is targeted towards physicians, nurses and skilled tradespeople"
973,MOOSE FACTORY WEENEEBAYKO AREA,Small Hospital,Community — Small,TRUE,NA,NA,Weeneebayko Area Health Authority,2015-01-01,2018-01-01,2015,2015,2018,TRUE,Weeneebayko Area Health Authority will distinguish itself as a provider of quality health services with a holistic approach that reflects the distinct needs of all peoples in the Weeneebayko region.,"WAHA is a regional, community-focused organization, committed to providing optimum health care as close to home as possible.",NA,NA,full,NA,pdf,2026-03-27,5,Financial Health,direction,"Generation of operating surpluses to re-invest in technology, equipment & infrastructure","Optimize financial, physical infrastructure, and human resources through implementation of the hospital improvement plan | Take advantage of funding opportunities by applying to funding programs and non-government sources | Assess our progress and improve value through standardized performance measures | Identify opportunities for cost control that support productivity improvements and financial accountability | Implement a comprehensive fundraising strategy for WAHA that increases our donations"
974,NORTH BAY NORTH BAY REGIONAL HC,Large Community Hospital,Community — Large,TRUE,NA,NA,NBRHC,2022-01-01,2027-01-01,2022,2022,2027,TRUE,"Exceptional care, delivered with compassion.",Partnering to improve health outcomes for mind and body.,Innovation | Collaboration | Person-Centered | Accountability | Inclusivity,NA,partial,Document shows strategic framework with five strategic directions but lacks detailed descriptions and key actions for each direction. Only direction names are visible in the framework diagram.,pdf,2026-03-27,1,Operational Excellence & Sustainability,direction,NA,NA
